ID,SL_C21h0_1,SL_C21h0_2,SL_C21h0_3,SL_T21h2_1,SL_T21h2_2,SL_T21h2_3,SL_GAT21h2_1,SL_GAT21h2_2,SL_GAT21h2_3,SL_GAT21h4_1,SL_GAT21h4_2,SL_GAT21h4_3
Gene288,8.08220057,8.055789386,8.08247628,8.328441142,8.194192518,8.322900995,8.357448915,8.386250382,8.138658587,7.972960178,8.050495129,8.182295386
Gene289,8.089096992,8.062874486,8.242404341,8.39628864,8.196201597,8.189299606,8.155498239,8.233715501,8.203598109,8.087220606,8.121647659,8.131756898
Gene290,8.091496852,8.125184419,8.086676083,7.803126145,7.483597385,7.564120179,7.154230363,7.481474301,7.347221322,7.33515125,7.409379575,7.234916968
Gene291,8.09389939,8.309070377,8.203820642,8.288481845,8.328919975,8.3279732,8.556988235,8.515317789,8.566575233,8.373854122,8.355765606,8.513099698
Gene292,8.094279865,8.205699822,8.233866198,8.394092394,8.182917146,8.164145837,8.462750954,8.29954243,8.380647488,8.343065064,8.315712121,8.225442783
Gene293,8.099878252,7.98517918,7.97559404,7.569553481,7.737593547,7.698863382,7.615017184,7.499260029,7.684488756,7.880608992,7.949676569,7.92445798
Gene294,8.104971777,8.230929866,8.081549245,8.384103925,8.442859343,8.34568216,8.364000349,8.465273389,8.439513274,8.214946649,8.240178239,8.264674776
Gene295,8.108607004,7.941293846,7.830275134,9.012429658,8.538365811,8.956215421,9.164015266,8.863017815,8.90646828,8.111252111,8.24411893,8.438640491
Gene296,8.109213909,8.068836375,7.97427015,7.815723935,7.689928878,7.734282124,7.705846889,7.769459911,7.668541184,8.321472034,8.364014737,8.165938298
Gene297,8.124420668,7.926917381,7.923332503,8.560302011,8.358652065,8.559125761,8.689948049,8.435503706,8.533845719,8.00559458,8.10458346,8.233131768
Gene298,8.125178368,8.047561036,8.135194182,8.017765522,7.940731995,7.891563172,7.944585217,7.952851273,7.884450451,7.842434877,7.717755194,7.931025476
Gene299,8.127656518,8.061292605,7.814203085,8.106389905,8.238643928,8.12624712,8.106646751,8.251897842,8.075334183,7.966609139,8.076022212,8.146318843
Gene300,8.128601787,8.273615301,8.325162286,8.38967523,8.361552346,8.372420774,8.2614251,8.38693434,8.278273239,8.171390321,8.247044776,8.144066852
Gene301,8.155328029,8.033057992,8.207456585,7.96077619,8.019186644,8.144920396,7.947050235,7.972142596,7.974700201,8.14703572,8.264299033,8.198928282
Gene302,8.164334569,8.116689346,8.122784868,8.393084604,7.84470897,7.922410026,7.905380633,8.09082956,8.026048381,7.490834451,7.628818148,7.538778952
Gene303,8.171976245,8.285252554,8.100599161,8.212495421,8.416868251,8.12645553,8.415077223,8.503455819,8.362731742,8.272431648,8.317977004,8.371458795
Gene304,8.184103211,8.113233633,8.109558663,8.529495266,8.344357216,8.2743247,8.468488701,8.369585233,8.506475899,8.0086906,8.068681711,7.912651956
Gene305,8.184877526,8.444253699,8.212258524,8.40683364,8.514950461,8.552088668,8.209475341,8.381080632,8.377682101,8.304570147,8.11154191,8.233055682
Gene306,8.18746913,8.226139504,8.119690341,8.332761775,8.343652195,8.335014749,8.332108612,8.322500272,8.26063604,8.195603069,8.061492943,8.261731519
Gene307,8.187787415,8.204150672,8.05424784,8.190824645,8.076814725,8.134188545,8.281395582,8.281878651,8.282762732,8.145759812,8.050466065,8.284124629
Gene308,8.203001283,8.181102515,8.335094477,8.440518918,8.375900462,8.455313344,8.263257471,8.391435042,8.358092028,8.295126567,8.245599392,8.20154185
Gene309,8.22567663,8.216840569,8.174581181,8.344878735,8.441965816,8.245501745,8.459108867,8.532596524,8.47525755,8.310879924,8.320162246,8.456809778
Gene310,8.236889921,8.084188609,8.122697773,8.749398897,8.530168639,8.660438469,8.515880211,8.504456559,8.504960175,8.005736371,7.986522257,7.89675728
Gene311,8.24058466,8.121156398,8.186558005,8.66295432,8.650057254,8.77136757,8.872612115,8.717601153,8.901534186,8.329794582,8.194334244,8.310857849
Gene312,8.241298717,8.32461713,8.180208135,8.373289856,8.381649229,8.21016817,8.355825268,8.380642241,8.26006833,8.161949341,8.172090374,8.219680969
Gene313,8.247617961,8.514558344,8.591129678,9.337515314,8.600467995,8.433524078,8.312229927,8.663889218,8.536110476,8.011330612,8.024478253,7.874439936
Gene314,8.249665312,8.072390063,8.015754937,7.808562882,7.728835327,7.620091305,7.275749294,7.568208642,7.510485095,7.44163585,7.40606226,7.565646606
Gene315,8.259443356,8.132196304,8.053193329,7.862446473,7.925737503,7.930617782,7.778501662,7.759567536,7.88553878,8.029726816,7.959801409,8.184872739
Gene316,8.259542546,8.347926859,8.369035018,8.379997369,8.471902412,8.454783343,8.665521975,8.596101917,8.556004584,8.381906563,8.296567707,8.431036105
Gene317,8.265738,8.263278087,8.210912668,8.245052191,8.265233152,8.119210609,8.291333948,8.324670747,8.234638254,8.121799037,8.13369353,8.326200168
Gene318,8.271564169,8.147960544,8.136549949,8.272780126,8.293278206,8.261714288,8.359043394,8.452506517,8.395557229,8.213149816,8.168274294,8.335140186
Gene319,8.276522633,8.181059389,8.217822777,7.954231256,7.889753052,7.820613372,7.884604081,7.714144664,7.833716962,8.179584749,8.054485517,7.969351717
Gene320,8.2774612,8.332918652,8.23303762,8.399321972,8.436048893,8.417394578,8.588173427,8.600765303,8.600522339,8.468358553,8.468399203,8.532444464
Gene321,8.284705006,8.463825365,8.281580233,8.055435626,8.187848375,8.076236408,7.982025688,8.049014521,8.237186839,8.169414092,8.138058917,8.416624278
Gene322,8.294728173,8.315084247,8.186959876,8.443791933,8.422135844,8.411567225,8.512669324,8.645278331,8.568657503,8.379964863,8.31614566,8.449815728
Gene323,8.30519485,8.369153819,8.413453051,8.466583489,8.518082062,8.516925029,8.607536358,8.579858197,8.528194894,8.271018593,8.448924223,8.521127953
Gene324,8.315968567,8.165772384,8.287865567,8.414371688,8.213402895,8.337593772,8.117801721,8.116283599,8.069921223,8.235578335,8.184098467,8.129512112
Gene325,8.318776691,8.36203593,8.332858761,8.430933058,8.400719713,8.411965659,8.407558051,8.35642664,8.393618499,8.406937598,8.376926671,8.239748231
Gene326,8.319659219,8.316909043,8.395888235,8.344269868,8.303729339,8.180797193,8.654743537,8.516052382,8.530429763,8.785062913,8.742262892,8.609144752
Gene327,8.321600669,8.363160052,8.316381868,8.260639892,8.157841426,8.235066162,8.186126267,8.105515904,8.17036697,8.297999078,8.051971644,8.103357816
Gene328,8.330534444,8.110785528,8.171881072,8.481740464,8.440262524,8.395290303,8.503232673,8.508357391,8.562166053,8.21851163,8.222362514,8.347371166
Gene329,8.335010619,8.314503038,8.333091797,8.328558929,8.398400411,8.309024726,8.521679223,8.353831066,8.608435529,8.393850632,8.347425138,8.359867618
Gene330,8.340748608,8.263757391,8.168508976,8.345531519,8.407978664,8.45438325,8.401511305,8.513841418,8.455737925,8.320657609,8.311579653,8.393617899
Gene331,8.349223476,8.414553669,8.25351463,8.484787634,8.410139341,8.330602498,8.381722251,8.582197198,8.520782751,8.27044558,8.293615667,8.436436332
Gene332,8.349347463,8.203398299,8.115022655,8.120253683,8.286457499,8.126463665,8.221565894,8.305620666,8.278577935,8.350159972,8.270410341,8.498129764
Gene333,8.362335558,8.502235589,8.3053079,8.280014414,8.380392974,8.433687694,8.172523528,8.158141389,9.415983663,8.814560538,8.685882659,8.791447861
Gene334,8.371082769,8.548317394,8.403725221,8.303572481,8.404381514,8.449385894,8.449107831,8.558108698,8.450596813,8.378770854,8.39188831,8.421062261
Gene335,8.384564117,8.327950214,8.188332664,8.293538557,8.341013952,8.416186769,8.40853957,8.482129743,8.514027613,8.267064512,8.169907272,8.264274365
Gene336,8.385701429,8.266083143,8.231233962,8.311744502,8.438619442,8.387670829,8.512830735,8.584025864,8.463410084,8.290104129,8.315879874,8.425564912
Gene337,8.393046864,8.390456484,8.390257094,8.335284237,8.020373828,8.456159308,7.721721854,7.760656065,7.974372868,7.973182315,7.664510951,7.801149512
Gene338,8.411509545,8.368556035,8.482216896,8.589284595,8.629367087,8.579977108,8.586501218,8.641019227,8.63125995,8.592040466,8.491944606,8.551897303
Gene339,8.419048815,8.325044707,8.405099572,8.188565029,8.143387921,8.133948057,7.940488807,8.12127138,7.989657196,8.29933815,8.135910345,8.442699152
Gene340,8.421198117,8.526126294,8.479266774,8.454320747,8.328122054,8.444428848,8.340805639,8.398835698,8.428266329,8.611319845,8.690674982,8.630402081
Gene341,8.427678273,8.406182223,8.435545554,8.47376413,8.486631336,8.321022813,8.532296309,8.439896365,8.447614351,8.364454904,8.489208416,8.65096994
Gene342,8.431310578,8.419415814,8.47959049,8.546187619,8.719091909,8.670840285,8.651992322,8.608827888,8.705736757,8.434476164,8.450514321,8.553394265
Gene343,8.434723445,8.432053167,8.479787294,8.279492074,8.333057412,8.337825507,8.368434859,8.322325584,8.300310012,8.541008616,8.408323248,8.505518551
Gene344,8.434769148,8.536504381,8.496043397,8.534110292,8.295202012,8.479793603,8.468560931,8.50502195,8.53553986,8.56455602,8.645549023,8.605511385
Gene345,8.438181265,8.443140389,8.391783308,8.593671676,8.629522766,8.597967908,8.653896595,8.720726024,8.615457425,8.537697497,8.555494294,8.520396805
Gene346,8.44356087,8.41355013,8.517218818,8.23230466,8.34214018,8.201848195,8.167402628,8.25978751,8.241813887,8.420421045,8.576928604,8.373964963
Gene347,8.446297837,8.177029454,8.363482014,8.579233427,8.442711897,8.600548197,8.407718749,8.263098326,8.260887286,8.235753059,8.157317017,8.082354984
Gene348,8.453773455,8.574790251,8.405653008,8.530176779,8.4540661,8.593154672,8.500109936,8.132072892,9.387157988,8.494549247,8.498082826,8.295651103
Gene349,8.474010858,8.542316269,8.439768477,8.504045781,8.58866807,8.552294372,8.651646169,8.451038766,9.187967292,8.486153399,8.521022569,8.507435014
Gene350,8.47455342,8.298621648,8.32189514,9.480982938,9.180959298,9.196328936,9.244378324,9.116955872,9.007901495,8.776066586,8.799034148,8.663122697
Gene351,8.48002367,8.340511139,8.421136133,8.579613978,8.666512636,8.596150049,8.725494933,8.760519443,8.660084522,8.345625189,8.406231399,8.52485204
Gene352,8.492517848,8.729663395,8.29648901,9.297681682,9.600197917,9.528466757,9.413441893,9.459855226,9.361551515,8.909071833,8.641035737,8.994732804
Gene353,8.498870741,8.438373826,8.436924005,8.542967047,8.597090882,8.509640362,8.601289158,8.63206514,8.551390872,8.447708097,8.444309926,8.546416675
Gene354,8.50189999,8.314829569,8.623532782,8.602583518,8.370799734,8.362621192,8.102242684,8.353283289,8.176546012,8.035114428,8.094498917,8.073036621
Gene355,8.50234315,8.453374212,8.370365572,8.502415848,8.622727978,8.379762393,8.568835849,8.525705239,8.553891068,8.40634816,8.398326456,8.545960878
Gene356,8.509353835,8.499555302,8.622702325,8.480300336,8.405820008,8.589918424,8.463429208,8.406889102,8.701163831,8.564164067,8.505754739,8.422119568
Gene357,8.510930489,8.716945129,8.702967834,8.784784316,8.744403296,8.85112672,8.855359932,8.849368335,8.810837215,8.70464881,8.746270036,8.830003229
Gene358,8.513780341,8.578571111,8.398370212,8.586205962,8.789879734,8.669376104,8.719846905,8.853458642,9.311691279,8.500285883,8.648742526,8.748701004
Gene359,8.515241306,8.602520514,8.730256217,8.583360791,8.258824544,8.219375396,7.862287442,8.249207567,7.913188501,7.548806154,7.524980672,7.603031871
Gene360,8.547357783,8.505865548,8.455643102,9.040558778,9.189470274,9.209640711,9.571036436,9.223769557,9.329647039,9.164189306,8.7308483,8.952156166
Gene361,8.556181124,8.755401117,8.608637362,9.083831638,8.633752937,8.704082037,8.747189506,8.984269735,8.859446844,8.345237765,8.337438863,8.405383273
Gene362,8.558322035,8.613720798,8.541475729,8.496955811,8.71549313,8.62079167,8.840825523,8.873124493,8.863108048,8.565534358,8.628588561,8.825836822
Gene363,8.560701864,8.53968055,8.678704699,8.712314087,8.614752647,8.546552083,8.428880346,8.572950651,8.567714662,8.424424552,8.651331262,8.479212527
Gene364,8.561523606,8.604663148,8.57471546,8.556045037,8.374086737,8.409888501,8.279329541,8.437069889,8.367310332,8.235991462,8.222332,8.182399328
Gene365,8.568952216,8.498344433,8.577747446,8.498040848,8.712377323,8.695308653,8.490627721,8.315839112,9.684232956,8.923495046,8.947736374,8.750955561
Gene366,8.581501395,8.529672059,8.666267495,8.210075222,8.287318564,8.182615958,8.175169638,8.173382864,8.089657812,8.361848014,8.400696281,8.249334625
Gene367,8.583608348,8.431065363,8.256487237,8.485234906,8.581664447,8.487044885,8.492110612,8.63113382,8.545887315,8.386561027,8.433618283,8.412119686
Gene368,8.600682218,8.58947407,8.56544354,8.639135857,8.686966126,8.629312454,8.749204667,8.693825518,8.714634334,8.524968752,8.616668358,8.617527722
Gene369,8.607159685,8.785599247,8.737508246,8.84331909,8.803958982,8.75522232,8.85841691,8.829617146,8.864189039,8.708011161,8.739502955,8.758412162
Gene370,8.62009221,8.65843937,8.634371602,8.540496831,8.641563583,8.693891814,8.734775072,8.700053453,8.674908469,8.560941085,8.650544577,8.756209327
Gene371,8.628678976,8.656774782,8.625138088,8.765264279,8.801378871,8.816213247,8.919120871,9.006691017,8.900776256,8.152512639,8.512266844,8.537240285
Gene372,8.631710478,8.609485872,8.567031928,8.626936881,8.747575293,8.666416377,8.908527606,8.800286908,8.793175649,8.633665731,8.652127515,8.742774243
Gene373,8.641972434,8.705507896,8.705485979,8.749225896,8.890515723,8.665177942,8.959257807,8.9916298,8.902082126,8.700942654,8.754900402,8.98252427
Gene374,8.642793938,8.59724677,8.652654373,8.65309643,8.759901968,8.591270509,8.902813128,8.927571505,8.895866843,8.520104589,8.668590404,8.725012873
Gene375,8.651373183,8.642403719,8.708486021,8.675734793,8.610266023,8.754517831,8.64419011,8.674882831,8.901185744,8.694056282,8.767921199,8.683480929
Gene376,8.657412923,8.52013348,9.054119381,9.599385316,8.721367232,9.163530332,9.524673971,9.195037786,9.422588664,9.592057655,9.359203854,8.66559308
Gene377,8.661876764,8.656923992,8.770466913,8.582746227,8.51603957,8.562423986,8.577206986,8.73080046,8.455175225,8.297215629,8.227081715,8.344229656
Gene378,8.674675456,8.695714514,8.58396762,8.928551152,8.704700435,8.719229153,8.817523313,8.683490088,8.710695908,8.634891132,8.470409516,8.64990264
Gene379,8.678932802,8.721376321,8.53499999,9.186217659,9.020476295,9.028419872,8.748826842,8.891447882,8.738973742,8.213483787,8.130986065,8.163411588
Gene380,8.681161823,8.498965246,8.736496709,8.64505794,8.593353781,8.660355669,8.285780484,8.444682965,8.258872859,7.857769493,7.870155782,7.822411241
Gene381,8.681691771,8.500640551,8.538486536,8.396364106,8.490836654,8.310528037,8.652362374,8.363806527,8.420712746,8.470507483,8.610983873,8.637718729
Gene382,8.69704654,8.673258284,8.750454236,8.814758151,8.75170486,8.754709418,8.65447743,8.630168987,8.713805611,8.511570735,8.514613957,8.587072127
Gene383,8.697076396,8.87073912,8.755351189,8.594584682,8.943459019,8.632328789,9.326634329,9.06395544,8.929731371,8.926023708,8.75187406,8.820502096
Gene384,8.702814194,8.467735275,8.767158509,8.632230821,8.622793987,8.423582799,8.307769606,8.317077724,8.194621877,8.340318537,8.261331874,8.238421007
Gene385,8.722486376,8.777888333,8.706776574,8.806008031,8.803458916,8.720749009,8.730191757,8.783959904,8.667509076,8.561081713,8.514584607,8.423447946
Gene386,8.73273674,8.740191431,8.675491728,8.825893001,8.711781607,8.78848894,8.83105108,8.826690769,8.849382502,8.897833392,8.90345822,9.051529708
Gene387,8.734143911,8.718948142,8.733516901,8.795710645,8.842516317,8.919464692,8.897611686,8.944948135,8.923785326,8.763416257,8.786480631,8.892520721
Gene388,8.744362626,9.032627024,8.804628626,8.838492227,9.015465828,9.044635917,9.116917353,9.022406389,9.813769584,8.981984735,9.010760941,9.100133375
Gene389,8.746984835,8.73912148,8.793604268,8.730458748,8.767134093,8.883639935,8.580226983,8.4764004,8.533717303,8.757465114,8.757787828,8.853962117
Gene390,8.748280563,8.729970821,8.599394209,9.354395866,9.624234335,9.651473507,9.635190394,9.406094891,9.304951043,9.04587065,8.890409202,9.167090438
Gene391,8.755739982,8.98548299,8.898637312,9.553462626,9.286290415,9.505367144,9.648567855,9.517674868,9.337097669,8.488429334,8.384151985,8.401693942
Gene392,8.756615073,8.684356573,8.703846269,8.869321208,8.867989476,8.736637873,8.697594523,8.714981351,8.799293431,8.578130191,8.677972073,8.75054065
Gene393,8.75748839,8.719419511,8.731647856,8.775069134,8.803790561,8.893054038,8.853533332,8.77710128,8.872928457,8.912478822,8.946089145,8.778408729
Gene394,8.766893017,8.775261606,8.70812383,8.551605738,8.457507658,8.595790197,8.546775277,8.535869929,8.520097082,8.60729551,8.669619921,8.530182428
Gene395,8.777871562,8.649123243,8.760654024,9.207446497,9.170774196,9.133214024,9.23298521,9.17553639,9.255197827,8.97389041,8.987170046,9.12376985
Gene396,8.781846653,8.709690391,8.75770617,8.92839657,8.90366589,8.851613046,8.961674752,8.959774393,8.999812683,8.71191814,8.848213491,8.914689565
Gene397,8.78621649,8.714079898,8.769183083,8.813561366,8.843681071,8.773447155,8.815931817,8.850411213,8.845627764,8.652234542,8.733929687,8.667888816
Gene398,8.790165377,8.705816382,8.893950171,8.820921538,8.555927731,8.794696442,8.639817757,8.764760163,8.737878358,8.737826619,8.640009428,8.348911532
Gene399,8.790231956,8.71337841,8.771744464,8.983970729,8.96196382,8.924235047,9.181866918,9.131523706,9.153718259,8.948190497,8.964223111,9.057840274
Gene400,8.794423991,8.675872731,8.863781677,8.50278561,8.538491682,8.687707152,8.614426052,8.475888422,8.453140753,8.616467805,8.520511926,8.523443621
Gene401,8.795279687,8.904409686,8.848440568,8.874485834,8.929500959,8.942301484,8.84737036,8.788789313,8.778903195,8.803806704,8.857870102,8.955658103
Gene402,8.800011696,8.869776421,8.833677559,8.893710005,8.947062723,8.91715652,8.939031408,8.925512222,8.92617641,8.819668725,9.002611894,8.977427216
Gene403,8.800837582,8.670199446,8.813643444,9.140854682,9.074225576,9.130134073,9.138351462,9.036831356,9.088049038,8.802216524,8.703765906,8.719780857
Gene404,8.803495119,8.851326079,8.878419329,8.869409648,8.82444646,8.858582678,8.861184897,8.809184496,8.92812731,8.854597562,8.85981644,8.847827311
Gene405,8.807307858,8.972623882,8.939960913,9.520676351,8.991294722,9.03150467,8.944072722,9.24534277,8.987187323,8.545032409,8.445478178,8.459146901
Gene406,8.810234091,8.803980288,8.751970825,8.731099623,8.819963656,8.618983768,8.804488004,8.779416126,8.76408777,8.715476232,8.861986543,8.832099687
Gene407,8.811787106,8.931854009,8.906014416,8.847224131,8.972400445,8.945124868,8.892880519,8.95617382,8.974381198,8.759320578,8.963845967,9.011409831
Gene408,8.8186254,8.443241942,8.615474484,8.780647244,8.652451528,8.555841599,8.116267024,8.622858798,8.772653525,8.860505798,9.349081609,8.377659044
Gene409,8.833922098,8.777105,8.714740936,8.618378338,8.607591826,8.841561051,8.615933693,8.711697373,8.763120589,8.989670025,8.721378897,8.89858754
Gene410,8.835527737,8.842496321,8.852359647,9.203138152,9.243400905,9.310417017,9.5251363,9.124803971,9.223906807,9.237430527,9.189493401,9.095318845
Gene411,8.835871709,8.868099689,8.808712562,9.133370713,9.147612625,9.111261669,9.17987377,9.133754386,9.051053451,8.797535806,8.800216293,8.98325881
Gene412,8.846598542,8.812070916,8.711023835,9.174730888,9.326134489,9.247228021,9.149844352,9.286536798,9.23672994,8.802919446,8.94054256,8.995091059
Gene413,8.853625164,8.716067746,8.610909942,8.341445099,8.364460117,8.691367155,8.073167428,8.276561124,8.189149351,8.505593583,8.112636437,8.604533697
Gene414,8.861807336,8.856244121,8.710666437,8.916594769,8.827598289,8.78953803,8.663202574,8.743010905,8.674510985,8.766063279,8.847492834,8.671485972
Gene415,8.863186527,8.861958021,8.878897434,8.865240369,8.745720293,8.783116198,8.623692385,8.755340623,8.711586128,8.725408036,8.799655744,8.786456371
Gene416,8.866609666,8.77211746,8.786878275,9.016146847,8.810815449,8.951039927,8.808474473,8.877620281,8.79683528,8.406451957,8.38730262,8.441738916
Gene417,8.872969703,8.84679987,8.824701064,9.069647503,8.990647983,9.114251279,9.119912008,9.076790665,9.0904281,9.063576629,8.993884771,9.062743285
Gene418,8.873113104,8.899887738,9.020033395,8.875795673,8.824349475,8.816746336,8.76252588,8.833285844,8.765793591,8.831308924,8.858193861,8.704693152
Gene419,8.887969546,8.817824573,8.834547261,8.936748342,9.05134405,8.876285847,8.934826983,9.03562831,8.923637347,8.80491504,8.908823787,8.978185888
Gene420,8.890286099,9.092822588,9.022939799,9.628553692,9.391549606,9.590312375,9.726806518,9.586991224,9.426107027,8.658120933,8.560856489,8.563422296
Gene421,8.9058624,8.852246877,8.815272676,9.239369047,9.106860386,9.150539525,9.07953764,8.987126106,9.024192413,8.921677639,8.929776639,8.879406854
Gene422,8.911442948,8.884311802,8.819464908,8.784106217,8.993828488,8.78206291,8.989364079,9.056375971,9.002736008,8.86619242,8.899490235,9.020316246
Gene423,8.913102211,8.84445762,9.028666673,8.947617224,8.696912706,8.935124813,8.777064828,8.886125171,8.871006897,8.893541448,8.780658503,8.50276571
Gene424,8.932198324,8.998837409,9.045570409,9.062583268,8.931185618,9.07081817,9.034758395,8.943998655,9.023448686,8.908689223,8.879220721,8.837551455
Gene425,8.941129833,8.883508716,8.836145251,8.837996267,8.966742013,8.95549635,8.929730693,9.019820335,8.85410499,9.016317881,8.986431052,8.965008625
Gene426,8.943727882,8.776365547,9.103432087,9.091501602,8.757302338,9.088118281,8.652434642,8.805934844,8.916330007,8.8845856,9.010674077,8.624479395
Gene427,8.962340291,8.996866282,9.025396343,9.204161634,9.237455349,9.309400684,9.135044813,9.126798177,9.225418387,9.183137444,9.179686527,9.039639451
Gene428,8.979354163,8.902591152,8.9124262,9.024899025,9.048563278,9.089292549,9.178686653,8.980192686,9.296745457,9.003919258,9.010948628,8.974481546
Gene429,8.979470016,8.8281447,8.923456228,9.030457498,9.018682632,9.04446145,8.773981715,8.791130864,8.868104342,8.876334833,8.85811851,8.90175184
Gene430,8.989303312,8.943437118,8.881152928,8.943969703,9.011507864,8.942456564,9.090178134,9.057692983,8.955411442,8.990628403,8.977768674,8.981535311
Gene431,8.99807108,8.972634669,8.795698147,8.732881692,8.794526681,8.752955942,8.818371431,8.823822404,8.801435092,9.271304754,8.930397279,9.146810855
Gene432,8.999248614,8.872995686,8.718956912,8.864907709,8.99096324,8.895372206,8.969013753,9.012986563,9.006682153,8.828507403,8.914231553,8.952178389
Gene433,8.999590787,9.109699634,9.025241096,9.073709606,9.12543875,9.159842417,9.160052547,9.173627689,9.028568263,8.998026035,8.93371568,9.031983204
Gene434,9.008384442,8.840344671,9.041262179,9.423008583,9.198233048,9.301797958,9.27807541,9.181080293,9.138340046,8.766712507,8.609429037,8.645151834
Gene435,9.014003716,8.964913367,8.827377426,8.790010748,8.953532353,8.976136151,8.487131618,8.366769009,8.463417243,8.5333581,8.497418579,8.637780845
Gene436,9.017646713,9.072216162,9.165134676,8.818285297,8.593364851,8.601677879,8.327644778,8.586176526,8.269698131,8.139059031,8.087875576,8.188590055
Gene437,9.022620074,8.966225232,8.968023906,9.087665964,9.196301193,9.117922337,9.146370909,9.091232292,9.190188149,9.000076361,8.974663298,9.106490894
Gene438,9.026549834,8.924080652,8.953186587,8.938300616,8.97908625,8.924859225,9.053253841,9.118918488,9.011701262,9.038357261,9.030809121,9.057050386
Gene439,9.028522334,8.793969124,8.993421087,8.203677085,8.132432212,8.391760579,7.960622963,8.022656699,8.005077633,8.521413933,8.449366592,8.323106061
Gene440,9.029276557,9.118402178,9.008920576,9.127077379,9.200048245,9.155155705,9.374391843,9.389511568,9.292858011,9.027402077,9.172486417,9.277743438
Gene441,9.041793101,9.150225632,9.085557347,9.19531166,9.195158741,9.340413143,9.221964779,9.219122159,9.212275693,9.247404944,9.18427327,9.008521406
Gene442,9.044683815,9.230832377,8.976944101,8.496006915,8.569429842,8.609258427,8.428143059,8.491196444,8.45278135,8.702952419,8.641550463,8.771672542
Gene443,9.046830952,8.919786011,9.051157091,8.99742551,8.793186958,8.747833541,8.590034906,8.715614025,8.60053725,8.380091782,8.445821654,8.360217903
Gene444,9.051088694,9.141394699,9.101785859,8.966472241,8.986331966,8.905068545,9.040503684,9.077048894,8.950111425,9.054887972,9.19363265,9.172604997
Gene445,9.056582742,9.104901864,9.063857298,9.146381486,9.169052005,9.074574767,8.99996009,9.052812902,9.075977394,8.979150257,8.919022859,8.943985205
Gene446,9.059427124,9.024536666,9.097233768,8.656518677,8.611872368,8.827632414,8.57887135,8.568021668,8.662645597,8.77723447,8.744353432,8.588906845
Gene447,9.062407515,8.750812475,8.927749161,8.795817964,8.535379885,8.756030491,8.150525581,8.117962697,8.347262581,8.679006242,8.756026398,8.71246777
Gene448,9.070485403,9.075711898,9.020112036,9.21562028,9.316510657,9.209117715,9.438733275,9.399070559,9.363213635,9.118530102,9.123688149,9.301114357
Gene449,9.075444361,9.162461306,8.8692736,8.817180849,8.816201112,8.796016897,8.844935381,8.867463466,8.797731395,9.135971437,8.956484235,8.984588807
Gene450,9.10647689,9.036620769,9.010056118,8.931093611,8.940230603,8.9611202,8.798112556,8.781315849,8.772558847,8.938128474,8.948856407,8.929695946
Gene451,9.120047857,9.192842498,9.052418912,8.882422107,8.808774722,8.945137254,8.657335244,8.777348623,8.756625448,8.861420401,8.733471774,8.823177194
Gene452,9.122804363,9.120032524,9.001275896,9.288545944,9.27350483,9.275889734,9.235122813,9.200589736,9.174679888,9.12476256,9.105679173,9.248557808
Gene453,9.123264771,9.111101174,8.925815883,9.193418159,9.288271038,9.111259461,9.2263793,9.303777768,9.303341026,9.064077372,9.131192955,9.231699784
Gene454,9.1261374,9.217504411,9.133782933,9.223667989,9.214957726,9.12541495,9.240974704,9.329217744,9.152428204,9.165575671,9.091877006,9.121707576
Gene455,9.130486295,9.02445551,8.964026592,8.773806293,8.813580685,9.018479379,9.15080045,9.042267293,9.023088531,9.701348593,9.040270255,9.180000362
Gene456,9.146183118,9.146596438,9.234433229,9.282050379,9.188956959,9.198735672,9.360184976,9.244801102,9.15917839,9.344364751,9.253090838,9.327997852
Gene457,9.149120706,9.163236564,9.090177237,9.3517871,9.342935571,9.387173095,9.343540307,9.397454856,9.311258008,9.218203866,9.169174103,9.215555376
Gene458,9.159909336,9.140504222,9.085207916,9.182678014,9.099818277,9.256960571,9.183118254,9.192524613,9.268560509,9.214781561,9.065877727,9.147176915
Gene459,9.161592553,9.014034905,9.11438403,8.787533821,8.715063552,8.773859459,8.610131134,8.558786755,8.566468594,8.690274255,8.692779602,8.726958825
Gene460,9.175059411,9.220820658,9.254584141,9.144902995,9.303898346,9.193984307,9.223990531,9.340923095,9.2501331,9.209205769,9.382489421,9.297255422
Gene461,9.175642458,9.22272051,8.938242207,9.069960328,9.236703924,9.03191119,9.236383784,9.243096004,9.227155744,9.075130942,9.056370123,9.140654624
Gene462,9.178342425,9.191249635,9.189331647,9.25761708,9.222755907,9.291866398,9.308917359,9.306608516,9.218968395,9.040088393,9.131841239,9.214713058
Gene463,9.180878849,9.216562679,9.01385811,9.230882171,9.241326705,9.22746626,9.428715758,9.427244473,9.393700935,9.201826356,9.178691829,9.315730236
Gene464,9.194873858,9.038102106,9.070087299,9.237739623,9.24597172,9.117562763,9.246196229,9.312139571,9.326528144,9.169072306,9.133635102,9.2353769
Gene465,9.215687419,9.209052467,9.180944631,9.380907031,9.494294622,9.493085315,9.575683986,9.64032554,9.549654112,9.219980804,9.304679176,9.483926392
Gene466,9.215846765,9.249593973,9.352370098,9.589110236,9.453581292,9.683924428,9.748777041,9.662249546,9.549710096,9.68299438,9.491264779,9.426426708
Gene467,9.226846473,9.073150159,9.027995451,9.530202375,9.384815548,9.494860042,9.36207129,9.324037391,9.448992016,9.20505524,9.251211489,9.338094777
